Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Sponsor,Notes,Coordination,Last update
927.775,-25,D116,KB0TUC,Westcliffe,CO,OPEN,,205.7,ESE,,927.775,902.775,D116,D116,Custer,On-Air,Royal Gorge Amateur Radio Club,System uses digital PL,CCARC,
