Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Sponsor,Features,Web links,Coordination,Last update
448.15,-5,103.5,KB0TUC,Westcliffe,CO,OPEN,,205.7,ESE,,448.15,443.15,103.5,103.5,Custer,On-Air,Royal George ARC,E-power.,http://www.qsl.net/rghc,CCARC,
