Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Affiliate,Links,Last update
448.325,-5,100,K0JSC,Westcliffe,CO,OPEN,,205.6,ESE,,448.325,443.325,100,100,Custer,On-Air,The Fun Machine,Full-time to the  The Fun Machine System .,
