Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Sponsor,Nets,Coordination,Last update
146.82,-0.6,114.8,KC7SNO,"Laramie, Beacon Hill",WY,OPEN,,282.4,NE,,146.82,146.22,114.8,Albany,On-Air,Wide area.,Shy-Wy Amateur Radio Club,Shy-WY ARC: Thu at 19:00.,WRCG,
