Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,On-air,Coverage,Sponsor,Features,Coordination,Last update
449.95,-5,100,W7EO,"Vernon,  Vernon Hills",UT,OPEN,,163.1,WNW,,449.95,444.95,100,Tooele,Unknown,Tooele Valley and communities from Grantsville down toward Vernon.,"Tooele County ARES, West Desert ARC",5,UVHFS,
