Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Sponsor,Links,Notes,Coordination,Last update
444.35,5,100,NM5ML,"Eagle Nest, Iron Mountain",NM,OPEN,,165.7,S,,444.35,449.35,100,Colfax,On-Air,,Full-time to the  Mega-Link System .,11,NMFCC,
