Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,DMR Enabled,Color Code,Wide Network,County,On-air,Last update
442.925,5,CC1,KE8AVN,Los Alamos,NM,OPEN,,250.5,SE,,442.925,447.925,,,1,,Los Alamos,Unknown,
