Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Features,Commands,Coordination,Last update
223.94,-1.6,CSQ,KB5RX,"Los Alamos, Pajarito Mountain",NM,OPEN,,247.3,SE,,223.94,222.34,CSQ,CSQ,Los Alamos,On-Air,E-power.,Wide area.,NMFCC,
