Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,D-STAR Enabled,Node,Sources,County,Op Status,Coverage,Last update
442.425,5,,NM5WR,Los Alamos,NM,OPEN,,249.9,SE,,442.425,447.425,,NM5WR (B),"jfindu lookup 
    /   dstar-users lookup",Los Alamos,On-Air,30,
