Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,P25 Digital Enabled,NAC,Default Reflector,County,Op Status,Coverage,Notes,Coordination,Last update
927.9,-25,131.8,WD9CMS,Los Alamos,NM,OPEN,,257.9,SE,,927.9,902.9,,293,,Los Alamos,On-Air,Los Alamos and surrounding areas,"Mixed mode analog and digital P25 system, linked with 444.775 WD9CMS",NMFCC,
