Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,P25 Digital Enabled,NAC,Default Reflector,County,Op Status,Coverage,Sponsor,Features,Notes,Coordination,Last update
444.775,5,131.8,WD9CMS,Los Alamos,NM,OPEN,,257.4,SE,,444.775,449.775,,293,,Los Alamos,On-Air,Los Alamos and surrounding areas,WD9CMS,E-power.,"Mixed mode analog and digital P25 system, linked with 927.9 WD9CMS",NMFCC,
