Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Sponsor,Notes,Last update
224.04,-1.6,100,KA5BIW,Los Alamos,NM,OPEN,,250.6,SE,,224.04,222.44,100,100,Los Alamos,On-Air,KA5BIW,linked with 442.0 KA5BIW,
