Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Sponsor,Features,EchoLink,Web links,Last update
442,5,100,KA5BIW,Los Alamos,NM,OPEN,E,250.6,SE,,442,447,100,Los Alamos,On-Air,KA5BIW,Linked with 224.04 KA5BIW,87566,http://ka5biw.com/ham_radio/repeater.php,
