Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,DMR Enabled,Color Code,Wide Network,County,Op Status,Notes,Coordination,Last update
442.25,5,CC,NM5BB,Los Alamos,NM,OPEN,,250.2,SE,,442.25,447.225,,,,,Los Alamos,Off-Air,TS1 only. Rocky Mountain Ham Radio,NMFCC,
