Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Sponsor,Features,Links,EchoLink,Nets,Coordination,Last update
146.64,-0.6,100,W7DRC,"St George, Webb Hill",UT,OPEN,E,247.5,WSW,,146.64,146.04,100,Washington,On-Air,St. George and the neighboring communities.,Dixie ARC,"Autopatch, 3,270'.","Full-time to  
        145.49000 (W7DRC) at St George, Utah Hill, UT .
 


Full-time to  
        145.45000 (W7DRC) at Toquerville, Toquerville Hill, UT .",678741,Sun at 20:00.,UVHFS,
