Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Sponsor,Coordination,Last update
145.41,-0.6,100,W5HO,La Cueva,NM,OPEN,,238.8,SE,,145.41,144.81,100,Santa Fe,Off-Air,W5HO,NMFCC,
