Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,On-air,Coordination,Last update
442.125,5,107.2,N9PGQ,La Cueva,NM,OPEN,,270.2,SE,,442.125,447.125,107.2,Santa Fe,Unknown,NMFCC,
