Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Links,Web links,Coordination,Last update
146.88,-0.6,100,KB5ITS,"Aztec, Tank Mtn",NM,OPEN,,147.9,SE,,146.88,146.28,100,San Juan,On-Air,Full-time to the  San Juan Connection System .,http://www.sjcham.com,NMFCC,
