Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Sponsor,Features,Coordination,Last update
146.74,-0.6,100,NM5SJ,Aztec,NM,OPEN,,148,SE,,146.74,146.14,100,San Juan,On-Air,Totah ARC,"Closed autopatch, e-power.",NMFCC,
