Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Affiliate,Coordination,Last update
449.9,-5,107.2,N1FSX,Punkin Center,CO,OPEN,,217.2,SE,,449.9,444.9,107.2,Lincoln,On-Air,BSAR,CCARC,
