Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Sponsor,Web links,Coordination,Last update
1283.55,-20,100,K1TJ,Fort Collins,CO,OPEN,,214.7,E,,1283.55,1263.55,100,Larimer,On-Air,Northern Colorado Front Range,K1TJ Repeater System,http://www.k1tj.com/,CCARC,
