Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Sponsor,Nets,Coordination,Last update
449.25,-5,118.8,N7HRC,"Herriman, High School",UT,OPEN,,189.3,NW,,449.25,444.25,118.8,Salt Lake,On-Air,Herriman Amateur Radio Club,Emergency Communications Net: Sun at 21:00.,UVHFS,
