Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,IRLP,Last update
447.775,-5,100,KF5SGT,Santa Fe,NM,OPEN,I,274.4,SE,,447.775,442.775,100,Santa Fe,On-Air,Santa Fe,7326,
