Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Sponsor,IRLP,Last update
449.275,-5,146.2,K9GAJ,Santa Fe,NM,OPEN,I,257.1,SE,,449.275,444.275,146.2,Santa Fe,On-Air,Fred Homuth,3939,
