Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,D-STAR Enabled,Node,Sources,County,Op Status,Coverage,Sponsor,Affiliate,Notes,Last update
145.21,-0.6,,W5SF,Santa Fe,NM,OPEN,,274.3,SE,,145.21,144.61,,W5SF (C) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",Santa Fe,On-Air,Local Santa Fe,W5SF,Santa Fe Amateur Radio Club,Soon to move to a better location.,
