Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Sponsor,Last update
147.12,0.6,192.8,WA6GDF,Seligman,AZ,OPEN,,263.3,SW,,147.12,147.72,192.8,Yavapai,On-Air,I 40 west and east of Seligman,WA6GDF,
