Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Sponsor,EchoLink,Notes,Coordination,Last update
443.75,5,,WA5EMA,Tucumcari,NM,OPEN,E,233.5,SE,,443.75,448.75,,Quay,On-Air,Local coverage in town.,WA5EMA,406798,EchoLink active during daytime hours.,NMFCC,
