Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Sponsor,Features,Links,Coordination,Last update
147.22,0.6,100,NM5ML,"Tucumcari, Tucumcari Mountain",NM,OPEN,,236.3,SE,,147.22,147.82,100,Quay,On-Air,Wide area.,Mega-Link Rptr System,4,Full-time to the  Mega-Link System .,NMFCC,
