Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Sponsor,Features,Nets,Web links,Coordination,Last update
146.61,-0.6,100,N7RUG,"Rock Springs, Aspen Mountain",WY,OPEN,,199,N,,146.61,146.01,100,Sweetwater,On-Air,Wide area: SW Wyoming,Sweetwater RACES,Autopatch.,Sun at 19:30.,http://wy7u.angelfire.com,WRCG,
