Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,D-STAR Enabled,Node,Sources,County,Op Status,Web links,Last update
447.975,-5,,AC7O,"Logan, WA7KMF QTH",UT,OPEN,,220.9,NNW,,447.975,442.975,,AC7O (B) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",Cache,On-Air,http://barconline.org/repeaters/,
