Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Sponsor,Links,Notes,Web links,Coordination,Last update
449.625,-5,103.5,AC7O,"Logan, Mt Logan",UT,OPEN,,216.9,NNW,,449.625,444.625,103.5,Cache,On-Air,"Wide area: Cache County, including Logan, from Richmond to Avon.",Bridgerland ARC,"Full-time to  
        146.72000 (AC7O) at Logan, Mt Logan, UT .",9,BARC Repeaters,UVHFS,
