Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Coverage,Links,Notes,Web links,Coordination,Last update
449.65,-5,100,AC7II,"Logan, Mt Pisgah",UT,OPEN,,212,NNW,,449.65,444.65,100,100,Cache,On-Air,"Communities in the Cache Valley as well as Mantua.  The Intermountain Intertie network covers much of Utah as well as parts of Idaho, Montana, Arizona, Nevada, and occasionally California.",Full-time to the  Intermountain Intertie System .,http://utahvhfs.org/,http://barconline.org/,UVHFS,
