Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Sponsor,Links,Notes,Coordination,Last update
147.24,0.6,79.7,N7RRZ,Logan,UT,OPEN,,222.4,NNW,,147.24,147.84,79.7,Cache,On-Air,Logan and immediately surrounding communities.,Bridgerland ARC,"Full-time to  
        449.32500 (N7RRZ) at Logan, UT .",4,UVHFS,
