Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Links,EchoLink,IRLP,Nets,Web links,Coordination,Last update
147.2,0.6,103.5,AC7O,"Logan, WA7KMF QTH",UT,OPEN,EI,220.9,NNW,,147.2,147.8,103.5,Cache,On-Air,"Cache County, including Logan, from Richmond to Avon.","Full-time to  
        146.72000 (AC7O) at Logan, Mt Logan, UT .",495125,3381,State RACES: 3rd Thu of even-numbered months.,BARC Repeaters,UVHFS,
