Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,D-STAR Enabled,Node,Sources,County,Op Status,Web links,Last update
1299.75,-20,,AC7O,"Logan, Mt Logan",UT,OPEN,,219.7,NNW,,1299.75,1279.75,,AC7O (A),"jfindu lookup 
    /   dstar-users lookup",Cache,On-Air,http://barconline.org/repeaters/,
