Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,D-STAR Enabled,Node,Sources,County,Op Status,Coordination,Last update
145.15,-0.6,,AC7O,"Logan, WA7KMF QTH",UT,OPEN,,220.9,NNW,,145.15,144.55,,AC7O (C) Hot Spot &lt;24/7,"jfindu lookup 
    /   dstar-users lookup",Cache,On-Air,UVHFS,
