Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Features,Links,Coordination,Last update
449.325,-5,156.7,N7RRZ,Logan,UT,OPEN,,222.4,NNW,,449.325,444.325,156.7,Cache,On-Air,Logan and immediately surrounding communities.,4,"Full-time to  
        147.24000 (N7RRZ) at Logan, UT .",UVHFS,
