Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coordination,Last update
449.25,-5,103.5,AC7II,Logan,UT,OPEN,,221.2,NNW,,449.25,444.25,103.5,Cache,Off-Air,UVHFS,
