Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Sponsor,Features,Commands,Notes,Coordination,Last update
146.98,-0.6,162.2,W7ARA,"Flagstaff, Mt. Elden",AZ,OPEN,,292.6,SW,,146.98,146.38,162.2,Coconino,On-Air,Arizona Rptr Assoc,"Autopatch, e-power.",Autopatch: On- * + area code + phone number/Off- #.,928,ARCA,
