Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Coverage,Sponsor,Affiliate,Commands,Nets,Web links,Coordination,Last update
145.46,-0.6,110.9,K7PLA,"Casper, Casper Mountain",WY,OPEN,,161.5,NNW,,145.46,144.86,110.9,110.9,Natrona,On-Air,"Wide area: East to Douglas, South to Saratoga, Rawlings. West to Moneta, Jeffery city/muddy gap, independence rock.North to Buffalo",W7QQA,"Buffalo Radio Club, Casper Radio Club",103,"Buffalo roll call, Tuesday night",http://wyoham.com,WRCG,
