Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Sponsor,Features,IRLP,Coordination,Last update
146.7,-0.6,107.2,WB0QMR,Breckenridge,CO,OPEN,I,198.7,E,,146.7,146.1,107.2,Summit,On-Air,GRARC,E-power.,3972,CCARC,
