Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,YSF Digital Enabled,DG-ID,County,Op Status,Coverage,Sponsor,Features,Notes,Web links,Coordination,Last update
147.04,0.6,123,K7DAV,"Antelope Island, Frary Peak",UT,OPEN,,217.4,NW,,147.04,147.64,,Open ↑ / Open ↓,Davis,On-Air,Wide area: North Salt Lake to South Ogden. Wasatch Front from Ogden to the Utah/Idaho border.,Davis Co ARC /VHFS,6,C4FM Fusion Repeater,http://www.dcarc.net,UVHFS,
