Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,On-air,Coverage,Features,Web links,Coordination,Last update
145.21,-0.6,123,W7DBA,Huntsville,UT,OPEN,,191.6,NW,,145.21,144.61,123,Weber,Unknown,City of Morgan and surrounding communities.,4,http://w7dba.hopto.org/,UVHFS,
