Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,IRLP,Coordination,Last update
448.025,-5,123,W7DBA,Huntsville,UT,OPEN,I,191.6,NW,,448.025,443.025,123,Weber,On-Air,3211,UVHFS,
