Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Grid,Op Status,Coverage,Sponsor,Affiliate,Coordination,Last update
147.32,0.6,71.9,WS5D,Clovis,NM,OPEN,,290.8,SE,,147.32,147.92,71.9,71.9,Curry,dm84jj,On-Air,Clovis,WS5D,ENMARC,NMFCC,
