Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Sponsor,IRLP,Last update
145.37,-0.6,162.2,NM5HD,Rio Rancho,NM,OPEN,I,202.2,S,,145.37,144.77,162.2,Sandoval,On-Air,Adrian Miura,7706,
