Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Sponsor,Links,Coordination,Last update
442.525,5,67,NM5ML,Clovis,NM,OPEN,,290.8,SE,,442.525,447.525,67,Curry,On-Air,,Full-time to the  Mega-Link System .,NMFCC,
