Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,D-STAR Enabled,Node,Sources,County,Op Status,Coverage,Sponsor,Affiliate,Features,Nets,Web links,Last update
1298.75,-20,,KO7SLC,"Murray, Intermountain Med Ctr",UT,OPEN,,190.6,NW,,1298.75,1278.75,,KO7SLC (A) Repeater,"jfindu lookup 
    /   dstar-users lookup",Salt Lake,On-Air,Salt Lake County,Salt Lake County ARES,ARRL,"E-power, linked to 1298.180 (DV) High Speed Data.",146.7,http://www.slcoares.net/,
