Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Grid,Op Status,Sponsor,Features,Commands,Notes,Coordination,Last update
448.475,-5,100,W7ARA,"Flagstaff, Mt. Elden",AZ,OPEN,,292.6,SW,,448.475,443.475,100,Coconino,DM45eg,On-Air,Arizona Repeater Assoc,E-power.,Autopatch: On- * + area code + phone number/Off- #.,Autopatch limited to the 928 area code.,ARCA,
