Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Features,Coordination,Last update
448.1,-5,,N7DZP,Cedar City,UT,OPEN,,199.9,WSW,,448.1,443.1,,Iron,On-Air,5,UVHFS,
