Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Sponsor,Affiliate,Features,EchoLink,IRLP,Coordination,Last update
449.9,-5,100,WA7GTU,Cedar City,UT,OPEN,EI,201.1,WSW,,449.9,444.9,100,Iron,On-Air,WA7GTU,RCARC,5,193065,3574,UVHFS,
