Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Features,Notes,Coordination,Last update
146.76,-0.6,123,K7JH,"Cedar City, Iron Mountain",UT,OPEN,,218.6,WSW,,146.76,146.16,123,Iron,On-Air,Wide area: Cedar City and nearby communities.,"Closed autopatch, 7,680'.",KBRE tower.,UVHFS,
