Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,On-air,Coverage,Features,Coordination,Last update
145.47,-0.6,,WV7H,Cedar City,UT,OPEN,,201,WSW,,145.47,144.87,,Iron,Unknown,Cedar City and nearby communities.,5,UVHFS,
