Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Notes,Coordination,Last update
146.98,-0.6,100,N7KM,"Cedar City, Iron Mountain",UT,OPEN,,218.5,WSW,,146.98,146.38,100,Iron,On-Air,Cedar City and nearby communities.,7,UVHFS,
