Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,On-air,Notes,Coordination,Last update
447.575,5,,WA7GTU,Cedar City,UT,OPEN,,218.6,WSW,,447.575,452.575,,Iron,Unknown,Portable repeater is coordinated for the entire state.,UVHFS,
