Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Affiliate,Links,Nets,Web links,Coordination,Last update
146.8,-0.6,100,WV7H,"Cedar City, Blowhard Mountain",UT,OPEN,,192.6,WSW,,146.8,146.2,100,Iron,On-Air,"Wide area: The area of Washington County as a whole, including parts of neighboring counties and states south and west of St. George. Cedar City and nearby communities.",Intermountain Intertie,Full-time to the  Intermountain Intertie System .,State RACES: 3rd Thursday of even-numbered months.,http://www.utahvhfs.org/snowlink.html,UVHFS,
