Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,EchoLink,Coordination,Last update
147.06,0.6,,N7AKK,"Cedar City, Hospital",UT,OPEN,E,201,WSW,,147.06,147.66,,Iron,On-Air,Cedar City and nearby communities.,91510,UVHFS,
