Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Sponsor,EchoLink,IRLP,Web links,Coordination,Last update
147.33,0.6,118.8,KZ0DEM,Springfield,CO,OPEN,EI,264.8,SE,,147.33,147.93,118.8,118.8,Baca,Off-Air,Baca County Amateur Emergency Management,97142,7142,KZ0DEM Repeaters,CCARC,
