Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Coverage,Sponsor,EchoLink,IRLP,Commands,Last update
449.2,-5,118.8,KZ0DEM,Springfield,CO,OPEN,EI,264.8,SE,,449.2,444.2,118.8,118.8,Baca,On-Air,provides coverage to central Baca County,Baca County Div of Emerg Mgt Communications,97142,7142,55,
