Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,County,On-air,Sponsor,Coordination,Last update
147.09,0.6,118.8,KZ0DEM,Springfield,CO,OPEN,,172,SE,,147.09,147.69,118.8,118.8,Baca,Unknown,BCDEARC,CCARC,
