Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Sponsor,EchoLink,AllStar,Nets,Coordination,Last update
146.79,-0.6,127.3,KD5LWU,"Cortez, Downtown",CO,OPEN,EA,99.6,SSE,,146.79,146.19,127.3,127.3,Montezuma,On-Air,KD5LWU,24336,29317,4,CCARC,
