Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Sponsor,Features,Notes,Nets,Coordination,Last update
145.19,-0.6,162.2,W5SF,"Los Alamos, Pajarito Mountain",NM,OPEN,,253.9,SE,,145.19,144.59,162.2,Los Alamos,On-Air,Wide Area,SFARC,E-power (solar).,W5SF/PAJ - Distinct from the NM5SC repeater near Cuba on Pajarito Peak.,Northern New Mexico Amateur Radio Net: Mon at 20:30.,NMFCC,
