Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coordination,Last update
443,5,100,K5YEJ,"San Luis, Cabezon",NM,OPEN,,221.9,SSE,,443,448,100,Sandoval,On-Air,NMFCC,
