Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Sponsor,Affiliate,Features,Links,AllStar,Web links,Coordination,Last update
443,5,100,NM5RR,"Rio Rancho, Rainbow",NM,OPEN,A,197.1,S,,443,448,100,Sandoval,On-Air,Rio Rancho and parts of Santa Fe.,Sandoval Co ARES,RACES.,E-power.,"Full-time to  
        147.10000 (NM5RR) at Rio Rancho, Rainbow, NM .",27750,http://www.nmscares.org,NMFCC,
